SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
14045,04/11/2020,Cayman Islands,UK,2020-04-11 22:52:46,45.0,1.0,6.0
14046,04/11/2020,Channel Islands,UK,2020-04-11 22:52:46,407.0,9.0,48.0
14047,04/11/2020,Chongqing,Mainland China,2020-04-11 22:52:46,579.0,6.0,570.0
14048,04/11/2020,Colorado,US,2020-04-11 22:52:46,6513.0,250.0,0.0
14049,04/11/2020,Connecticut,US,2020-04-11 22:52:46,11510.0,494.0,0.0
14050,04/11/2020,Curacao,Netherlands,2020-04-11 22:52:46,14.0,1.0,7.0
14051,04/11/2020,Delaware,US,2020-04-11 22:52:46,1479.0,33.0,0.0
14052,04/11/2020,Diamond Princess cruise ship,Canada,2020-04-11 22:52:46,0.0,1.0,0.0
14053,04/11/2020,Diamond Princess cruise ship,US,2020-04-11 22:52:46,49.0,0.0,0.0
14054,04/11/2020,District of Columbia,US,2020-04-11 22:52:46,1778.0,47.0,0.0
14055,04/11/2020,Falkland Islands (Malvinas),UK,2020-04-11 22:52:46,5.0,0.0,1.0
14056,04/11/2020,Faroe Islands,Denmark,2020-04-11 22:52:46,184.0,0.0,145.0
14057,04/11/2020,Florida,US,2020-04-11 22:52:46,18494.0,438.0,0.0
14058,04/11/2020,French Guiana,France,2020-04-11 22:52:46,83.0,0.0,43.0
14059,04/11/2020,French Polynesia,France,2020-04-11 22:52:46,51.0,0.0,0.0
14060,04/11/2020,Fujian,Mainland China,2020-04-11 22:52:46,351.0,1.0,317.0
14061,04/11/2020,Gansu,Mainland China,2020-04-11 22:52:46,139.0,2.0,135.0
14062,04/11/2020,Georgia,US,2020-04-11 22:52:46,12159.0,429.0,0.0
14063,04/11/2020,Gibraltar,UK,2020-04-11 22:52:46,129.0,0.0,84.0
14064,04/11/2020,Grand Princess,Canada,2020-04-11 22:52:46,13.0,0.0,0.0
14065,04/11/2020,Grand Princess,US,2020-04-11 22:52:46,103.0,3.0,0.0
14066,04/11/2020,Greenland,Denmark,2020-04-11 22:52:46,11.0,0.0,11.0
14067,04/11/2020,Guadeloupe,France,2020-04-11 22:52:46,143.0,8.0,67.0
14068,04/11/2020,Guam,US,2020-04-11 22:52:46,133.0,5.0,0.0
14069,04/11/2020,Guangdong,Mainland China,2020-04-11 22:52:46,1548.0,8.0,1437.0
14070,04/11/2020,Guangxi,Mainland China,2020-04-11 22:52:46,254.0,2.0,252.0
14071,04/11/2020,Guizhou,Mainland China,2020-04-11 22:52:46,146.0,2.0,144.0
14072,04/11/2020,Hainan,Mainland China,2020-04-11 22:52:46,168.0,6.0,162.0
14073,04/11/2020,Hawaii,US,2020-04-11 22:52:46,465.0,8.0,0.0
14074,04/11/2020,Hebei,Mainland China,2020-04-11 22:52:46,327.0,6.0,313.0
14075,04/11/2020,Heilongjiang,Mainland China,2020-04-11 22:52:46,661.0,13.0,470.0
14076,04/11/2020,Henan,Mainland China,2020-04-11 22:52:46,1276.0,22.0,1252.0
14077,04/11/2020,Hong Kong,Hong Kong,2020-04-11 22:52:46,1000.0,4.0,336.0
14078,04/11/2020,Hubei,Mainland China,2020-04-11 22:52:46,67803.0,3219.0,64264.0
14079,04/11/2020,Hunan,Mainland China,2020-04-11 22:52:46,1019.0,4.0,1014.0
14080,04/11/2020,Idaho,US,2020-04-11 22:52:46,1396.0,25.0,0.0
14081,04/11/2020,Illinois,US,2020-04-11 22:52:46,19180.0,677.0,0.0
14082,04/11/2020,Indiana,US,2020-04-11 22:52:46,7435.0,330.0,0.0
14083,04/11/2020,Inner Mongolia,Mainland China,2020-04-11 22:52:46,155.0,1.0,79.0
14084,04/11/2020,Iowa,US,2020-04-11 22:52:46,1510.0,34.0,0.0
14085,04/11/2020,Isle of Man,UK,2020-04-11 22:52:46,226.0,2.0,112.0
14086,04/11/2020,Jiangsu,Mainland China,2020-04-11 22:52:46,652.0,0.0,636.0
14087,04/11/2020,Jiangxi,Mainland China,2020-04-11 22:52:46,937.0,1.0,936.0
14088,04/11/2020,Jilin,Mainland China,2020-04-11 22:52:46,98.0,1.0,96.0
14089,04/11/2020,Kansas,US,2020-04-11 22:52:46,1275.0,55.0,0.0
14090,04/11/2020,Kentucky,US,2020-04-11 22:52:46,1693.0,90.0,0.0
14091,04/11/2020,Liaoning,Mainland China,2020-04-11 22:52:46,145.0,2.0,133.0
14092,04/11/2020,Louisiana,US,2020-04-11 22:52:46,20014.0,806.0,0.0
14093,04/11/2020,Macau,Macau,2020-04-11 22:52:46,45.0,0.0,10.0
14094,04/11/2020,Maine,US,2020-04-11 22:52:46,616.0,19.0,0.0
14095,04/11/2020,Manitoba,Canada,2020-04-11 22:52:46,243.0,4.0,0.0
14096,04/11/2020,Martinique,France,2020-04-11 22:52:46,155.0,6.0,50.0
14097,04/11/2020,Maryland,US,2020-04-11 22:52:46,7694.0,206.0,0.0
14098,04/11/2020,Massachusetts,US,2020-04-11 22:52:46,22860.0,686.0,0.0
14099,04/11/2020,Mayotte,France,2020-04-11 22:52:46,196.0,3.0,59.0
14100,04/11/2020,Michigan,US,2020-04-11 22:52:46,23605.0,1384.0,0.0
14101,04/11/2020,Minnesota,US,2020-04-11 22:52:46,1427.0,64.0,0.0
14102,04/11/2020,Mississippi,US,2020-04-11 22:52:46,2642.0,93.0,0.0
14103,04/11/2020,Missouri,US,2020-04-11 22:52:46,4108.0,116.0,0.0
14104,04/11/2020,Montana,US,2020-04-11 22:52:46,377.0,6.0,0.0
14105,04/11/2020,Montserrat,UK,2020-04-11 22:52:46,9.0,0.0,0.0
14106,04/11/2020,Nebraska,US,2020-04-11 22:52:46,699.0,17.0,0.0
14107,04/11/2020,Nevada,US,2020-04-11 22:52:46,2702.0,102.0,0.0
14108,04/11/2020,New Brunswick,Canada,2020-04-11 22:52:46,112.0,0.0,0.0
14109,04/11/2020,New Caledonia,France,2020-04-11 22:52:46,18.0,0.0,1.0
14110,04/11/2020,New Hampshire,US,2020-04-11 22:52:46,885.0,22.0,0.0
14111,04/11/2020,New Jersey,US,2020-04-11 22:52:46,58151.0,2183.0,0.0
14112,04/11/2020,New Mexico,US,2020-04-11 22:52:46,1091.0,19.0,0.0
14113,04/11/2020,New South Wales,Australia,2020-04-11 22:52:46,2857.0,23.0,4.0
14114,04/11/2020,New York,US,2020-04-11 22:52:46,181026.0,8627.0,0.0
14115,04/11/2020,Newfoundland and Labrador,Canada,2020-04-11 22:52:46,241.0,3.0,0.0
14116,04/11/2020,Ningxia,Mainland China,2020-04-11 22:52:46,75.0,0.0,75.0
14117,04/11/2020,North Carolina,US,2020-04-11 22:52:46,4354.0,89.0,0.0
14118,04/11/2020,North Dakota,US,2020-04-11 22:52:46,293.0,7.0,0.0
14119,04/11/2020,Northern Mariana Islands,US,2020-04-11 22:52:46,11.0,2.0,0.0
14120,04/11/2020,Northern Territory,Australia,2020-04-11 22:52:46,28.0,0.0,2.0
14121,04/11/2020,Northwest Territories,Canada,2020-04-11 22:52:46,5.0,0.0,0.0
14122,04/11/2020,Nova Scotia,Canada,2020-04-11 22:52:46,428.0,2.0,0.0
14123,04/11/2020,Ohio,US,2020-04-11 22:52:46,6250.0,247.0,0.0
14124,04/11/2020,Oklahoma,US,2020-04-11 22:52:46,1868.0,94.0,0.0
14125,04/11/2020,Ontario,Canada,2020-04-11 22:52:46,6648.0,253.0,0.0
14126,04/11/2020,Oregon,US,2020-04-11 22:52:46,1371.0,48.0,0.0
14127,04/11/2020,Pennsylvania,US,2020-04-11 22:52:46,21719.0,503.0,0.0
14128,04/11/2020,Prince Edward Island,Canada,2020-04-11 22:52:46,25.0,0.0,0.0
14129,04/11/2020,Puerto Rico,US,2020-04-11 22:52:46,788.0,42.0,0.0
14130,04/11/2020,Qinghai,Mainland China,2020-04-11 22:52:46,18.0,0.0,18.0
14131,04/11/2020,Quebec,Canada,2020-04-11 22:52:46,12292.0,289.0,0.0
14132,04/11/2020,Queensland,Australia,2020-04-11 22:52:46,974.0,5.0,372.0
14133,04/11/2020,Recovered,Canada,2020-04-11 22:52:46,0.0,0.0,6589.0
14134,04/11/2020,Recovered,US,2020-04-11 22:52:46,0.0,0.0,31270.0
14135,04/11/2020,Reunion,France,2020-04-11 22:52:46,388.0,0.0,40.0
14136,04/11/2020,Rhode Island,US,2020-04-11 22:52:46,2349.0,56.0,0.0
14137,04/11/2020,Saint Barthelemy,France,2020-04-11 22:52:46,6.0,0.0,1.0
14138,04/11/2020,Saint Pierre and Miquelon,France,2020-04-11 22:52:46,1.0,0.0,0.0
14139,04/11/2020,Saskatchewan,Canada,2020-04-11 22:52:46,289.0,4.0,0.0
14140,04/11/2020,Shaanxi,Mainland China,2020-04-11 22:52:46,256.0,3.0,248.0
14141,04/11/2020,Shandong,Mainland China,2020-04-11 22:52:46,784.0,7.0,757.0
14142,04/11/2020,Shanghai,Mainland China,2020-04-11 22:52:46,555.0,7.0,438.0
14143,04/11/2020,Shanxi,Mainland China,2020-04-11 22:52:46,172.0,0.0,135.0
14144,04/11/2020,Sichuan,Mainland China,2020-04-11 22:52:46,560.0,3.0,547.0
14145,04/11/2020,Sint Maarten,Netherlands,2020-04-11 22:52:46,50.0,9.0,5.0
14146,04/11/2020,South Australia,Australia,2020-04-11 22:52:46,429.0,3.0,179.0
14147,04/11/2020,South Carolina,US,2020-04-11 22:52:46,3211.0,80.0,0.0
14148,04/11/2020,South Dakota,US,2020-04-11 22:52:46,626.0,6.0,0.0
14149,04/11/2020,St Martin,France,2020-04-11 22:52:46,32.0,2.0,11.0
14150,04/11/2020,Tasmania,Australia,2020-04-11 22:52:46,133.0,4.0,48.0
14151,04/11/2020,Tennessee,US,2020-04-11 22:52:46,5132.0,106.0,0.0
14152,04/11/2020,Texas,US,2020-04-11 22:52:46,13023.0,266.0,0.0
14153,04/11/2020,Tianjin,Mainland China,2020-04-11 22:52:46,183.0,3.0,161.0
14154,04/11/2020,Tibet,Mainland China,2020-04-11 22:52:46,1.0,0.0,1.0
14155,04/11/2020,Turks and Caicos Islands,UK,2020-04-11 22:52:46,8.0,1.0,0.0
14156,04/11/2020,Utah,US,2020-04-11 22:52:46,2207.0,18.0,0.0
14157,04/11/2020,Vermont,US,2020-04-11 22:52:46,711.0,25.0,0.0
14158,04/11/2020,Victoria,Australia,2020-04-11 22:52:46,1265.0,14.0,926.0
14159,04/11/2020,Virgin Islands,US,2020-04-11 22:52:46,51.0,1.0,0.0
14160,04/11/2020,Virginia,US,2020-04-11 22:52:46,5077.0,130.0,0.0
14161,04/11/2020,Washington,US,2020-04-11 22:52:46,10434.0,495.0,0.0
14162,04/11/2020,West Virginia,US,2020-04-11 22:52:46,577.0,5.0,0.0
14163,04/11/2020,Western Australia,Australia,2020-04-11 22:52:46,514.0,6.0,216.0
14164,04/11/2020,Wisconsin,US,2020-04-11 22:52:46,3213.0,137.0,0.0
14165,04/11/2020,Wyoming,US,2020-04-11 22:52:46,261.0,0.0,0.0
14166,04/11/2020,Xinjiang,Mainland China,2020-04-11 22:52:46,76.0,3.0,73.0
14167,04/11/2020,Yukon,Canada,2020-04-11 22:52:46,8.0,0.0,0.0
14168,04/11/2020,Yunnan,Mainland China,2020-04-11 22:52:46,184.0,2.0,174.0
14169,04/11/2020,Zhejiang,Mainland China,2020-04-11 22:52:46,1267.0,1.0,1236.0
14170,04/12/2020,,Afghanistan,2020-04-12 23:25:00,607.0,18.0,32.0
14171,04/12/2020,,Albania,2020-04-12 23:25:00,446.0,23.0,217.0
14172,04/12/2020,,Algeria,2020-04-12 23:25:00,1914.0,293.0,591.0
14173,04/12/2020,,Andorra,2020-04-12 23:25:00,638.0,29.0,128.0
14174,04/12/2020,,Angola,2020-04-12 23:25:00,19.0,2.0,4.0
14175,04/12/2020,,Antigua and Barbuda,2020-04-12 23:25:00,21.0,2.0,0.0
14176,04/12/2020,,Argentina,2020-04-12 23:25:00,2142.0,90.0,468.0
14177,04/12/2020,,Armenia,2020-04-12 23:25:00,1013.0,13.0,197.0
14178,04/12/2020,,Austria,2020-04-12 23:25:00,13945.0,350.0,6987.0
14179,04/12/2020,,Azerbaijan,2020-04-12 23:25:00,1098.0,11.0,250.0
14180,04/12/2020,,Bahamas,2020-04-12 23:25:00,46.0,8.0,5.0
14181,04/12/2020,,Bahrain,2020-04-12 23:25:00,1136.0,6.0,558.0
14182,04/12/2020,,Bangladesh,2020-04-12 23:25:00,621.0,34.0,39.0
14183,04/12/2020,,Barbados,2020-04-12 23:25:00,71.0,4.0,11.0
14184,04/12/2020,,Belarus,2020-04-12 23:25:00,2578.0,26.0,203.0
14185,04/12/2020,,Belgium,2020-04-12 23:25:00,29647.0,3600.0,6463.0
14186,04/12/2020,,Belize,2020-04-12 23:25:00,14.0,2.0,0.0
14187,04/12/2020,,Benin,2020-04-12 23:25:00,35.0,1.0,5.0
14188,04/12/2020,,Bhutan,2020-04-12 23:25:00,5.0,0.0,2.0
14189,04/12/2020,,Bolivia,2020-04-12 23:25:00,300.0,24.0,2.0
14190,04/12/2020,,Bosnia and Herzegovina,2020-04-12 23:25:00,1009.0,39.0,193.0
14191,04/12/2020,,Botswana,2020-04-12 23:25:00,13.0,1.0,0.0
14192,04/12/2020,,Brazil,2020-04-12 23:25:00,22192.0,1223.0,173.0
14193,04/12/2020,,Brunei,2020-04-12 23:25:00,136.0,1.0,106.0
14194,04/12/2020,,Bulgaria,2020-04-12 23:25:00,675.0,29.0,68.0
14195,04/12/2020,,Burkina Faso,2020-04-12 23:25:00,497.0,27.0,161.0
14196,04/12/2020,,Burma,2020-04-12 23:25:00,41.0,4.0,2.0
14197,04/12/2020,,Burundi,2020-04-12 23:25:00,5.0,0.0,0.0
14198,04/12/2020,,Cabo Verde,2020-04-12 23:25:00,8.0,1.0,1.0
14199,04/12/2020,,Cambodia,2020-04-12 23:25:00,122.0,0.0,77.0
14200,04/12/2020,,Cameroon,2020-04-12 23:25:00,820.0,12.0,98.0
14201,04/12/2020,,Central African Republic,2020-04-12 23:25:00,8.0,0.0,0.0
14202,04/12/2020,,Chad,2020-04-12 23:25:00,18.0,0.0,2.0
14203,04/12/2020,,Chile,2020-04-12 23:25:00,7213.0,80.0,2059.0
14204,04/12/2020,,Colombia,2020-04-12 23:25:00,2776.0,109.0,270.0
14205,04/12/2020,,Congo (Brazzaville),2020-04-12 23:25:00,60.0,5.0,5.0
14206,04/12/2020,,Congo (Kinshasa),2020-04-12 23:25:00,234.0,20.0,16.0
14207,04/12/2020,,Costa Rica,2020-04-12 23:25:00,595.0,3.0,56.0
14208,04/12/2020,,Croatia,2020-04-12 23:25:00,1600.0,23.0,373.0
14209,04/12/2020,,Cuba,2020-04-12 23:25:00,669.0,18.0,92.0
14210,04/12/2020,,Cyprus,2020-04-12 23:25:00,633.0,11.0,65.0
14211,04/12/2020,,Czech Republic,2020-04-12 23:25:00,5991.0,138.0,464.0
14212,04/12/2020,,Denmark,2020-04-12 23:25:00,6174.0,273.0,2123.0
14213,04/12/2020,,Diamond Princess,2020-04-12 23:25:00,712.0,11.0,619.0
14214,04/12/2020,,Djibouti,2020-04-12 23:25:00,214.0,2.0,36.0
14215,04/12/2020,,Dominica,2020-04-12 23:25:00,16.0,0.0,8.0
14216,04/12/2020,,Dominican Republic,2020-04-12 23:25:00,2967.0,173.0,131.0
14217,04/12/2020,,Ecuador,2020-04-12 23:25:00,7466.0,333.0,501.0
14218,04/12/2020,,Egypt,2020-04-12 23:25:00,2065.0,159.0,589.0
14219,04/12/2020,,El Salvador,2020-04-12 23:25:00,125.0,6.0,21.0
14220,04/12/2020,,Equatorial Guinea,2020-04-12 23:25:00,21.0,0.0,3.0
14221,04/12/2020,,Eritrea,2020-04-12 23:25:00,34.0,0.0,0.0
14222,04/12/2020,,Estonia,2020-04-12 23:25:00,1309.0,25.0,98.0
14223,04/12/2020,,Eswatini,2020-04-12 23:25:00,14.0,0.0,7.0
14224,04/12/2020,,Ethiopia,2020-04-12 23:25:00,71.0,3.0,10.0
14225,04/12/2020,,Fiji,2020-04-12 23:25:00,16.0,0.0,0.0
14226,04/12/2020,,Finland,2020-04-12 23:25:00,2974.0,56.0,300.0
14227,04/12/2020,,France,2020-04-12 23:25:00,132591.0,14393.0,27186.0
14228,04/12/2020,,Gabon,2020-04-12 23:25:00,49.0,1.0,1.0
14229,04/12/2020,,Gambia,2020-04-12 23:25:00,9.0,1.0,2.0
14230,04/12/2020,,Georgia,2020-04-12 23:25:00,257.0,3.0,67.0
14231,04/12/2020,,Germany,2020-04-12 23:25:00,127854.0,3022.0,60300.0
14232,04/12/2020,,Ghana,2020-04-12 23:25:00,566.0,8.0,4.0
14233,04/12/2020,,Greece,2020-04-12 23:25:00,2114.0,98.0,269.0
14234,04/12/2020,,Grenada,2020-04-12 23:25:00,14.0,0.0,0.0
14235,04/12/2020,,Guatemala,2020-04-12 23:25:00,155.0,5.0,19.0
14236,04/12/2020,,Guinea,2020-04-12 23:25:00,250.0,0.0,17.0
14237,04/12/2020,,Guinea-Bissau,2020-04-12 23:25:00,38.0,0.0,0.0
14238,04/12/2020,,Guyana,2020-04-12 23:25:00,45.0,6.0,8.0
14239,04/12/2020,,Haiti,2020-04-12 23:25:00,33.0,3.0,0.0
14240,04/12/2020,,Holy See,2020-04-12 23:25:00,8.0,0.0,2.0
14241,04/12/2020,,Honduras,2020-04-12 23:25:00,393.0,25.0,7.0
14242,04/12/2020,,Hungary,2020-04-12 23:25:00,1410.0,99.0,118.0
14243,04/12/2020,,Iceland,2020-04-12 23:25:00,1701.0,8.0,889.0
14244,04/12/2020,,India,2020-04-12 23:25:00,9205.0,331.0,1080.0
14245,04/12/2020,,Indonesia,2020-04-12 23:25:00,4241.0,373.0,359.0
14246,04/12/2020,,Iran,2020-04-12 23:25:00,71686.0,4474.0,43894.0
14247,04/12/2020,,Iraq,2020-04-12 23:25:00,1352.0,76.0,640.0
14248,04/12/2020,,Ireland,2020-04-12 23:25:00,9655.0,334.0,25.0
14249,04/12/2020,,Israel,2020-04-12 23:25:00,11145.0,103.0,1627.0
14250,04/12/2020,,Italy,2020-04-12 23:25:00,156363.0,19899.0,34211.0
14251,04/12/2020,,Ivory Coast,2020-04-12 23:25:00,574.0,5.0,85.0
14252,04/12/2020,,Jamaica,2020-04-12 23:25:00,69.0,4.0,13.0
14253,04/12/2020,,Japan,2020-04-12 23:25:00,6748.0,108.0,762.0
14254,04/12/2020,,Jordan,2020-04-12 23:25:00,389.0,7.0,201.0
14255,04/12/2020,,Kazakhstan,2020-04-12 23:25:00,951.0,10.0,99.0
14256,04/12/2020,,Kenya,2020-04-12 23:25:00,197.0,8.0,25.0
14257,04/12/2020,,Kosovo,2020-04-12 23:25:00,283.0,7.0,58.0
14258,04/12/2020,,Kuwait,2020-04-12 23:25:00,1234.0,1.0,142.0
14259,04/12/2020,,Kyrgyzstan,2020-04-12 23:25:00,377.0,5.0,54.0
14260,04/12/2020,,Laos,2020-04-12 23:25:00,19.0,0.0,0.0
14261,04/12/2020,,Latvia,2020-04-12 23:25:00,651.0,5.0,16.0
14262,04/12/2020,,Lebanon,2020-04-12 23:25:00,630.0,20.0,80.0
14263,04/12/2020,,Liberia,2020-04-12 23:25:00,50.0,5.0,3.0
14264,04/12/2020,,Libya,2020-04-12 23:25:00,25.0,1.0,9.0
14265,04/12/2020,,Liechtenstein,2020-04-12 23:25:00,79.0,1.0,55.0
14266,04/12/2020,,Lithuania,2020-04-12 23:25:00,1053.0,23.0,97.0
14267,04/12/2020,,Luxembourg,2020-04-12 23:25:00,3281.0,66.0,500.0
14268,04/12/2020,,MS Zaandam,2020-04-12 23:25:00,9.0,2.0,0.0
14269,04/12/2020,,Madagascar,2020-04-12 23:25:00,106.0,0.0,20.0
14270,04/12/2020,,Malawi,2020-04-12 23:25:00,13.0,2.0,0.0
14271,04/12/2020,,Malaysia,2020-04-12 23:25:00,4683.0,76.0,2108.0
14272,04/12/2020,,Maldives,2020-04-12 23:25:00,20.0,0.0,14.0
14273,04/12/2020,,Mali,2020-04-12 23:25:00,105.0,9.0,22.0
14274,04/12/2020,,Malta,2020-04-12 23:25:00,378.0,3.0,44.0
14275,04/12/2020,,Mauritania,2020-04-12 23:25:00,7.0,1.0,2.0
14276,04/12/2020,,Mauritius,2020-04-12 23:25:00,324.0,9.0,42.0
14277,04/12/2020,,Mexico,2020-04-12 23:25:00,4219.0,273.0,1772.0
14278,04/12/2020,,Moldova,2020-04-12 23:25:00,1662.0,31.0,94.0
14279,04/12/2020,,Monaco,2020-04-12 23:25:00,93.0,1.0,6.0
14280,04/12/2020,,Mongolia,2020-04-12 23:25:00,16.0,0.0,4.0
14281,04/12/2020,,Montenegro,2020-04-12 23:25:00,272.0,3.0,5.0
14282,04/12/2020,,Morocco,2020-04-12 23:25:00,1661.0,118.0,177.0
14283,04/12/2020,,Mozambique,2020-04-12 23:25:00,21.0,0.0,2.0
14284,04/12/2020,,Namibia,2020-04-12 23:25:00,16.0,0.0,3.0
14285,04/12/2020,,Nepal,2020-04-12 23:25:00,12.0,0.0,1.0
14286,04/12/2020,,Netherlands,2020-04-12 23:25:00,25587.0,2737.0,250.0
14287,04/12/2020,,New Zealand,2020-04-12 23:25:00,1330.0,4.0,471.0
14288,04/12/2020,,Nicaragua,2020-04-12 23:25:00,9.0,1.0,4.0
14289,04/12/2020,,Niger,2020-04-12 23:25:00,529.0,12.0,75.0
14290,04/12/2020,,Nigeria,2020-04-12 23:25:00,323.0,10.0,85.0
14291,04/12/2020,,North Macedonia,2020-04-12 23:25:00,828.0,34.0,41.0
14292,04/12/2020,,Norway,2020-04-12 23:25:00,6525.0,128.0,32.0
14293,04/12/2020,,Oman,2020-04-12 23:25:00,599.0,4.0,109.0
14294,04/12/2020,,Pakistan,2020-04-12 23:25:00,5230.0,91.0,1028.0
14295,04/12/2020,,Panama,2020-04-12 23:25:00,3234.0,79.0,23.0
14296,04/12/2020,,Papua New Guinea,2020-04-12 23:25:00,2.0,0.0,0.0
14297,04/12/2020,,Paraguay,2020-04-12 23:25:00,134.0,6.0,22.0
14298,04/12/2020,,Peru,2020-04-12 23:25:00,7519.0,193.0,1798.0
14299,04/12/2020,,Philippines,2020-04-12 23:25:00,4648.0,297.0,197.0
14300,04/12/2020,,Poland,2020-04-12 23:25:00,6674.0,232.0,439.0
14301,04/12/2020,,Portugal,2020-04-12 23:25:00,16585.0,504.0,277.0
14302,04/12/2020,,Qatar,2020-04-12 23:25:00,2979.0,7.0,275.0
14303,04/12/2020,,Romania,2020-04-12 23:25:00,6300.0,316.0,852.0
14304,04/12/2020,,Russia,2020-04-12 23:25:00,15770.0,130.0,1291.0
14305,04/12/2020,,Rwanda,2020-04-12 23:25:00,126.0,0.0,25.0
14306,04/12/2020,,Saint Kitts and Nevis,2020-04-12 23:25:00,12.0,0.0,0.0
14307,04/12/2020,,Saint Lucia,2020-04-12 23:25:00,15.0,0.0,4.0
14308,04/12/2020,,Saint Vincent and the Grenadines,2020-04-12 23:25:00,12.0,0.0,1.0
14309,04/12/2020,,San Marino,2020-04-12 23:25:00,356.0,35.0,53.0
14310,04/12/2020,,Sao Tome and Principe,2020-04-12 23:25:00,4.0,0.0,0.0
14311,04/12/2020,,Saudi Arabia,2020-04-12 23:25:00,4462.0,59.0,761.0
14312,04/12/2020,,Senegal,2020-04-12 23:25:00,280.0,2.0,171.0
14313,04/12/2020,,Serbia,2020-04-12 23:25:00,3630.0,80.0,0.0
14314,04/12/2020,,Seychelles,2020-04-12 23:25:00,11.0,0.0,0.0
14315,04/12/2020,,Sierra Leone,2020-04-12 23:25:00,10.0,0.0,0.0
14316,04/12/2020,,Singapore,2020-04-12 23:25:00,2532.0,8.0,560.0
14317,04/12/2020,,Slovakia,2020-04-12 23:25:00,742.0,2.0,23.0
14318,04/12/2020,,Slovenia,2020-04-12 23:25:00,1205.0,53.0,150.0
14319,04/12/2020,,Somalia,2020-04-12 23:25:00,25.0,1.0,2.0
14320,04/12/2020,,South Africa,2020-04-12 23:25:00,2173.0,25.0,410.0
14321,04/12/2020,,South Korea,2020-04-12 23:25:00,10512.0,214.0,7368.0
14322,04/12/2020,,South Sudan,2020-04-12 23:25:00,4.0,0.0,0.0
14323,04/12/2020,,Spain,2020-04-12 23:25:00,166831.0,17209.0,62391.0
14324,04/12/2020,,Sri Lanka,2020-04-12 23:25:00,210.0,7.0,56.0
14325,04/12/2020,,Sudan,2020-04-12 23:25:00,19.0,2.0,2.0
14326,04/12/2020,,Suriname,2020-04-12 23:25:00,10.0,1.0,4.0
14327,04/12/2020,,Sweden,2020-04-12 23:25:00,10483.0,899.0,381.0
14328,04/12/2020,,Switzerland,2020-04-12 23:25:00,25415.0,1106.0,12700.0
14329,04/12/2020,,Syria,2020-04-12 23:25:00,25.0,2.0,5.0
14330,04/12/2020,,Taiwan,2020-04-12 23:25:00,388.0,6.0,109.0
14331,04/12/2020,,Tanzania,2020-04-12 23:25:00,32.0,3.0,5.0
14332,04/12/2020,,Thailand,2020-04-12 23:25:00,2551.0,38.0,1218.0
14333,04/12/2020,,Timor-Leste,2020-04-12 23:25:00,2.0,0.0,1.0
14334,04/12/2020,,Togo,2020-04-12 23:25:00,76.0,3.0,29.0
14335,04/12/2020,,Trinidad and Tobago,2020-04-12 23:25:00,113.0,8.0,16.0
14336,04/12/2020,,Tunisia,2020-04-12 23:25:00,707.0,31.0,43.0
14337,04/12/2020,,Turkey,2020-04-12 23:25:00,56956.0,1198.0,3446.0
14338,04/12/2020,,UK,2020-04-12 23:25:00,84279.0,10612.0,344.0
14339,04/12/2020,,Uganda,2020-04-12 23:25:00,54.0,0.0,4.0
14340,04/12/2020,,Ukraine,2020-04-12 23:25:00,2777.0,83.0,89.0
14341,04/12/2020,,United Arab Emirates,2020-04-12 23:25:00,4123.0,22.0,680.0
14342,04/12/2020,,Uruguay,2020-04-12 23:25:00,480.0,7.0,231.0
14343,04/12/2020,,Uzbekistan,2020-04-12 23:25:00,865.0,4.0,66.0
14344,04/12/2020,,Venezuela,2020-04-12 23:25:00,181.0,9.0,93.0
14345,04/12/2020,,Vietnam,2020-04-12 23:25:00,262.0,0.0,144.0
14346,04/12/2020,,West Bank and Gaza,2020-04-12 23:25:00,290.0,2.0,58.0
14347,04/12/2020,,Western Sahara,2020-04-12 23:25:00,6.0,0.0,0.0
14348,04/12/2020,,Yemen,2020-04-12 23:25:00,1.0,0.0,0.0
14349,04/12/2020,,Zambia,2020-04-12 23:25:00,43.0,2.0,30.0
14350,04/12/2020,,Zimbabwe,2020-04-12 23:25:00,14.0,3.0,0.0
14351,04/12/2020,Alabama,US,2020-04-12 23:25:00,3563.0,93.0,0.0
14352,04/12/2020,Alaska,US,2020-04-12 23:25:00,272.0,8.0,0.0
14353,04/12/2020,Alberta,Canada,2020-04-12 23:25:00,1567.0,40.0,0.0
14354,04/12/2020,Anguilla,UK,2020-04-12 23:25:00,3.0,0.0,0.0
14355,04/12/2020,Anhui,Mainland China,2020-04-12 23:25:00,991.0,6.0,984.0
14356,04/12/2020,Arizona,US,2020-04-12 23:25:00,3542.0,115.0,0.0
14357,04/12/2020,Arkansas,US,2020-04-12 23:25:00,1280.0,27.0,0.0
14358,04/12/2020,Aruba,Netherlands,2020-04-12 23:25:00,92.0,0.0,32.0
14359,04/12/2020,Australian Capital Territory,Australia,2020-04-12 23:25:00,103.0,2.0,59.0
14360,04/12/2020,Beijing,Mainland China,2020-04-12 23:25:00,589.0,8.0,479.0
14361,04/12/2020,Bermuda,UK,2020-04-12 23:25:00,57.0,4.0,29.0
14362,04/12/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-12 23:25:00,3.0,0.0,0.0
14363,04/12/2020,British Columbia,Canada,2020-04-12 23:25:00,1445.0,58.0,0.0
